Name,Website,Phone,Address,Rating,Reviews_Count,State,Location_Name,Latitude,Longitude,Search_Query,URL,Permanently_Closed,Category
DIG IT CIVIL,https://digitcivil.com.au/,+61 1800 344 448,"Suite 304/46/50 Kent Rd, Mascot NSW 2020, Australia",4.2,11,NSW,Bankstown,-33.9234776,151.1833604,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/DIG+IT+CIVIL/data=!4m7!3m6!1s0x6b12ae0f3346b4d9:0x43f147ed8f7266dd!8m2!3d-33.9234776!4d151.1833604!16s%2Fg%2F1thln6vc!19sChIJ2bRGMw-uEmsR3WZyj-1H8UM?authuser=0&hl=en&rclk=1,No,Excavating contractor
Concrete Cutting Sydney,http://www.concretecuttingsydney.net.au/,+61428109194,"1 Pitt St, Sydney NSW 2000, Australia",5.0,58,NSW,Bankstown,-33.8617533,151.2093254,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/Concrete+Cutting+Sydney/data=!4m7!3m6!1s0x6b12ae426416056d:0x371cd0ab47c71a4b!8m2!3d-33.8617533!4d151.2093254!16s%2Fg%2F1w04k7wy!19sChIJbQUWZEKuEmsRSxrHR6vQHDc?authuser=0&hl=en&rclk=1,No,Concrete contractor
Evolve Demolition. strip -outs & Demolition contractor,http://www.evolvedemolition.com.au/,+61422455479,"321 Forest Rd, Bexley NSW 2207, Australia",5.0,105,NSW,Bankstown,-33.9452215,151.1278861,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/Evolve+Demolition.+strip+-outs+%26+Demolition+contractor/data=!4m7!3m6!1s0x6b12bed6f5c11e09:0x942de29e805fc2a7!8m2!3d-33.9452215!4d151.1278861!16s%2Fg%2F11ggbfd7vy!19sChIJCR7B9da-EmsRp8JfgJ7iLZQ?authuser=0&hl=en&rclk=1,No,Demolition contractor
AWB Contractors Pty Ltd.,,+61298100481,"Gate 3/9 James Craig Rd, Rozelle NSW 2039, Australia",5.0,2,NSW,Bankstown,-33.8700824,151.1763953,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/AWB+Contractors+Pty+Ltd./data=!4m7!3m6!1s0x6b12afcc2d5a5f07:0x8651e95221fa9f1d!8m2!3d-33.8700824!4d151.1763953!16s%2Fg%2F1tk6_np0!19sChIJB19aLcyvEmsRHZ_6IVLpUYY?authuser=0&hl=en&rclk=1,No,Construction company
Proactive Contracting,http://proactivecontracting.com.au/,+61294203798,"Suite 5/07, 15 Orion Rd, Lane Cove West NSW 2066, Australia",2.0,8,NSW,Bankstown,-33.8076875,151.1494308,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/Proactive+Contracting/data=!4m7!3m6!1s0x6b12a27f3013fe3f:0xf3cfae49e9da9d!8m2!3d-33.8076875!4d151.1494308!16s%2Fg%2F11bv1bd_2q!19sChIJP_4TMH-iEmsRndrpSa7P8wA?authuser=0&hl=en&rclk=1,No,Contractor
Khanh Contractor Pty Ltd,http://khanhcontractor.com.au/,+61403795050,"Chester Hill NSW 2162, Australia",5.0,12,NSW,Bankstown,-33.8504788,151.1543277,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/Khanh+Contractor+Pty+Ltd/data=!4m7!3m6!1s0x6b12bdef56d79775:0x5ae49733afe32043!8m2!3d-33.8504788!4d151.1543277!16s%2Fg%2F11h8k92783!19sChIJdZfXVu-9EmsRQyDjrzOX5Fo?authuser=0&hl=en&rclk=1,No,Home builder
cma contracting PTY LTD,https://cmacontracting.com.au/,+61293132100,"83 Bourke Rd, Alexandria NSW 2015, Australia",1.0,1,NSW,Bankstown,-33.919147,151.186803,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/cma+contracting+PTY+LTD/data=!4m7!3m6!1s0x6b915f2c5d525583:0xf2ccc52b648e8e07!8m2!3d-33.919147!4d151.186803!16s%2Fg%2F1tf489yv!19sChIJg1VSXSxfkWsRB46OZCvFzPI?authuser=0&hl=en&rclk=1,No,Demolition contractor
Get It Away Demolition And Excavations,https://getitaway.com.au/service-areas/menai/,+61489069606,"50 Ferrier Dr, Menai NSW 2234, Australia",5.0,19,NSW,Bankstown,-33.9988752,151.0154015,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/Get+It+Away+Demolition+And+Excavations/data=!4m7!3m6!1s0x6b12bfcd61d7b24b:0xfb83de0791d36ed6!8m2!3d-33.9988752!4d151.0154015!16s%2Fg%2F11npvl2hth!19sChIJS7LXYc2_EmsR1m7TkQfeg_s?authuser=0&hl=en&rclk=1,No,Demolition contractor
Munro Contracting Solutions,https://www.munrocs.com.au/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=1241569145372050113,+61431479672,"Unit 3/4 Grahams Hill Rd, Narellan NSW 2567, Australia",5.0,2,NSW,Bankstown,-34.040022,150.7318637,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/Munro+Contracting+Solutions/data=!4m7!3m6!1s0x238b14c7ad8fc803:0x7006201fdb4792b0!8m2!3d-34.040022!4d150.7318637!16s%2Fg%2F11vx25dqdr!19sChIJA8iPrccUiyMRsJJH2x8gBnA?authuser=0&hl=en&rclk=1,No,Excavating contractor
RMK contracting Pty Ltd,http://www.rmkcontracting.com.au/,+61421143904,"3A Butlers Cl, West Hoxton NSW 2171, Australia",5.0,35,NSW,Bankstown,-33.9300031,150.841279,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/RMK+contracting+Pty+Ltd/data=!4m7!3m6!1s0x6b12936dadf29751:0xfa5e7078b96a628a!8m2!3d-33.9300031!4d150.841279!16s%2Fg%2F11c1qbrqnw!19sChIJUZfyrW2TEmsRimJquXhwXvo?authuser=0&hl=en&rclk=1,No,Concrete contractor
RENVILLE CONTRACTORS PTY LTD,https://renvillecontractors.com/,,"24/26 Clyde St, Rydalmere NSW 2116, Australia",,,NSW,Bankstown,-33.8135126,151.0323306,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/RENVILLE+CONTRACTORS+PTY+LTD/data=!4m7!3m6!1s0x6b12a30af8e4ad1b:0x4bd44a031334657d!8m2!3d-33.8135126!4d151.0323306!16s%2Fg%2F11t6hyh888!19sChIJG63k-AqjEmsRfWU0EwNK1Es?authuser=0&hl=en&rclk=1,No,Contractor
Chomp Excavation & Demolition,https://chomp.com.au/,+61 1300 037 882,"173 Bellevue Parade, Carlton NSW 2218, Australia",4.8,23,NSW,Bankstown,-33.979249,151.1155849,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/Chomp+Excavation+%26+Demolition/data=!4m7!3m6!1s0x6b12b82baaaaaaab:0x450984fe2067d8eb!8m2!3d-33.979249!4d151.1155849!16s%2Fg%2F1w665kk4!19sChIJq6qqqiu4EmsR69hnIP6ECUU?authuser=0&hl=en&rclk=1,No,Demolition contractor
PeL Contractors,http://www.pelcontractors.com.au/,+61286313721,"Ste 4902/95 Liverpool St, Sydney NSW 2000, Australia",4.0,1,NSW,Bankstown,-33.8767997,151.2067444,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/PeL+Contractors/data=!4m7!3m6!1s0x6b12ae3ce67a5d2f:0xd06bcd4d0da274bc!8m2!3d-33.8767997!4d151.2067444!16s%2Fg%2F11fqj3fn98!19sChIJL1165jyuEmsRvHSiDU3Na9A?authuser=0&hl=en&rclk=1,No,Construction company
CJ Doyle Contracting Services Pty Ltd,http://www.cjdoyle.com.au/,+61287841900,"7-9 Jessica Pl, Prestons NSW 2170, Australia",2.4,7,NSW,Bankstown,-33.934546,150.8743634,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/CJ+Doyle+Contracting+Services+Pty+Ltd/data=!4m7!3m6!1s0x6b12948f0a4b32c1:0x8b0446956086e5e3!8m2!3d-33.934546!4d150.8743634!16s%2Fg%2F12m9dbylh!19sChIJwTJLCo-UEmsR4-WGYJVGBIs?authuser=0&hl=en&rclk=1,No,Contractor
Ashcon Contracting Pty Ltd,http://www.ashconcontracting.com.au/,+61426011944,"12 Fourth Ave, Llandilo NSW 2747, Australia",5.0,1,NSW,Bankstown,-33.6909869,150.7339659,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/Ashcon+Contracting+Pty+Ltd/data=!4m7!3m6!1s0x6b1285a4cc5957a9:0x464c50b1013a1465!8m2!3d-33.6909869!4d150.7339659!16s%2Fg%2F11j8jnl43q!19sChIJqVdZzKSFEmsRZRQ6AbFQTEY?authuser=0&hl=en&rclk=1,No,Asphalt contractor
Calcono Formwork Contractors,http://www.calcono.com.au/,+61297939233,"B/1600 Canterbury Rd, Punchbowl NSW 2196, Australia",4.7,9,NSW,Bankstown,-33.9330738,151.0408089,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/Calcono+Formwork+Contractors/data=!4m7!3m6!1s0x6b12bea952f021f5:0x300b74ec648c98b!8m2!3d-33.9330738!4d151.0408089!16s%2Fg%2F1tvdjz35!19sChIJ9SHwUqm-EmsRi8lIxk63AAM?authuser=0&hl=en&rclk=1,No,Concrete contractor
Avijohn Contracting PTY Ltd.,http://www.avijohn.com.au/,+61246477702,"38 Bluett Dr, Smeaton Grange NSW 2567, Australia",3.5,8,NSW,Bankstown,-34.0369983,150.7645975,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/Avijohn+Contracting+PTY+Ltd./data=!4m7!3m6!1s0x6b12f9ecf23e170f:0x7ac46f1178e33478!8m2!3d-34.0369983!4d150.7645975!16s%2Fg%2F1tfqfz6w!19sChIJDxc-8uz5EmsReDTjeBFvxHo?authuser=0&hl=en&rclk=1,No,Asphalt contractor
Sydney House Demolition Services,,+61450607455,"13 McGirr Parade, Warwick Farm NSW 2170, Australia",5.0,4,NSW,Bankstown,-33.9123389,150.9297114,"Contractor in Bankstown, Australia",https://www.google.com/maps/place/Sydney+House+Demolition+Services/data=!4m7!3m6!1s0x6b12957c27fb82a5:0xd215ee4a2b42a168!8m2!3d-33.9123389!4d150.9297114!16s%2Fg%2F11h0lkkrxb!19sChIJpYL7J3yVEmsRaKFCK0ruFdI?authuser=0&hl=en&rclk=1,No,Demolition contractor
Northpoint Construction Group,http://www.npoint.com.au/,+61296878889,"7/142 James Ruse Dr, Rosehill NSW 2142, Australia",4.8,42,NSW,Bankstown,-33.8169433,151.0217587,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/Northpoint+Construction+Group/data=!4m7!3m6!1s0x6b12a314ebb1c919:0x59f6a4ea223447da!8m2!3d-33.8169433!4d151.0217587!16s%2Fg%2F1tfmccxy!19sChIJGcmx6xSjEmsR2kc0Iuqk9lk?authuser=0&hl=en&rclk=1,No,Construction company
Sydney Contracting Engineers,https://scecorp.au/,+61290519590,"18/401 Pacific Hwy, Artarmon NSW 2064, Australia",4.9,106,NSW,Bankstown,-33.8149005,151.1783282,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/Sydney+Contracting+Engineers/data=!4m7!3m6!1s0x6b12afa89f0bf8c5:0x24e5309ec5a4dc86!8m2!3d-33.8149005!4d151.1783282!16s%2Fg%2F11fftyzk_0!19sChIJxfgLn6ivEmsRhtykxZ4w5SQ?authuser=0&hl=en&rclk=1,No,Construction company
Evergreen Group,http://www.theevergreengroup.com.au/,+61 1300 318 793,"105A Vanessa St, Kingsgrove NSW 2208, Australia",5.0,29,NSW,Bankstown,-33.9415068,151.0964961,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/Evergreen+Group/data=!4m7!3m6!1s0x6b12ba2bcddc3205:0x9888d7ae832e34aa!8m2!3d-33.9415068!4d151.0964961!16s%2Fg%2F11fhr1ngx9!19sChIJBTLczSu6EmsRqjQug67XiJg?authuser=0&hl=en&rclk=1,No,Construction company
LP Construction Group,http://www.lpconstructions.com/,+61433634727,"Level 14/3 Parramatta Sq, Parramatta NSW 2150, Australia",4.8,20,NSW,Bankstown,-33.8168392,151.0052605,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/LP+Construction+Group/data=!4m7!3m6!1s0x6b12986c2ad782e5:0xc0836f118d5b236!8m2!3d-33.8168392!4d151.0052605!16s%2Fg%2F11g0hmr2pk!19sChIJ5YLXKmyYEmsRNrLVGPE2CAw?authuser=0&hl=en&rclk=1,No,Construction company
Platinum Corp Construction,https://platinumcorpconstruction.com.au/,+61406209393,"55 Miller St, Pyrmont NSW 2009, Australia",5.0,33,NSW,Bankstown,-33.869735,151.1928284,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/Platinum+Corp+Construction/data=!4m7!3m6!1s0x470eb85f0dc0f5bd:0xa8a86db673aa82f6!8m2!3d-33.869735!4d151.1928284!16s%2Fg%2F11sjc9tf98!19sChIJvfXADV-4DkcR9oKqc7ZtqKg?authuser=0&hl=en&rclk=1,No,Construction company
DECOCORP.,http://decocorp.com.au/,+61283247431,"Level 3/414 Gardeners Rd, Rosebery NSW 2018, Australia",5.0,36,NSW,Bankstown,-33.9214918,151.1991081,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/DECOCORP./data=!4m7!3m6!1s0x6b12b163b0c50761:0x88a490c421048171!8m2!3d-33.9214918!4d151.1991081!16s%2Fg%2F11csr62pp7!19sChIJYQfFsGOxEmsRcYEEIcSQpIg?authuser=0&hl=en&rclk=1,No,Construction company
ADCO Constructions Sydney,https://adcoconstruct.com.au/?utm_source=google&utm_medium=directory-organic&utm_campaign=sydney,+61284375000,"Level 12/177 Pacific Hwy, North Sydney NSW 2060, Australia",4.1,28,NSW,Bankstown,-33.8373452,151.2062494,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/ADCO+Constructions+Sydney/data=!4m7!3m6!1s0x6b12aeec14892277:0xc2f98481e82fb653!8m2!3d-33.8373452!4d151.2062494!16s%2Fg%2F1tdqhmms!19sChIJdyKJFOyuEmsRU7Yv6IGE-cI?authuser=0&hl=en&rclk=1,No,Construction company
Lords Group,http://www.lordsgroup.com.au/,+61291910622,"Level 47, 8 Parramatta Square, 10 Darcy St, Parramatta NSW 2150, Australia",4.2,25,NSW,Bankstown,-33.8164699,151.0038909,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/Lords+Group/data=!4m7!3m6!1s0x6b12a31cc0cd3691:0x77c7ff7c001be4dc!8m2!3d-33.8164699!4d151.0038909!16s%2Fg%2F11bx1q3rxx!19sChIJkTbNwByjEmsR3OQbAHz_x3c?authuser=0&hl=en&rclk=1,No,Construction company
Avant Constructions Pty Ltd,http://www.avant.com.au/,+61296754400,"1/51 Owen St, Glendenning NSW 2761, Australia",4.6,11,NSW,Bankstown,-33.7492096,150.8575263,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/Avant+Constructions+Pty+Ltd/data=!4m7!3m6!1s0x6b129bd706cae0e9:0x50566858c93581e8!8m2!3d-33.7492096!4d150.8575263!16s%2Fg%2F1tm8kr45!19sChIJ6eDKBtebEmsR6IE1yVhoVlA?authuser=0&hl=en&rclk=1,No,Construction company
Sydney Building and Construction Group,https://www.sydneybuildingandconstructiongroup.com.au/,+61296358626,"526/368 Sussex St, Sydney NSW 2000, Australia",4.8,19,NSW,Bankstown,-33.8764135,151.2047258,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/Sydney+Building+and+Construction+Group/data=!4m7!3m6!1s0x6b12bd2dbb58b8f1:0xc001bb04131b8e43!8m2!3d-33.8764135!4d151.2047258!16s%2Fg%2F11b77sp_b7!19sChIJ8bhYuy29EmsRQ44bEwS7AcA?authuser=0&hl=en&rclk=1,No,Home builder
Flomar Civil,https://flomarcivil.com/,+61294985168,"55 Regent St, Chippendale NSW 2008, Australia",5.0,43,NSW,Bankstown,-33.8857573,151.2024126,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/Flomar+Civil/data=!4m7!3m6!1s0x6b12b0b1419a3c67:0xf4fd7f072d5c6a50!8m2!3d-33.8857573!4d151.2024126!16s%2Fg%2F11gxjymt2_!19sChIJZzyaQbGwEmsRUGpcLQd__fQ?authuser=0&hl=en&rclk=1,No,Construction company
FidCo Construction,http://www.fidco.com.au/,+61404799808,"218 Ben Boyd Rd, Cremorne NSW 2090, Australia",5.0,21,NSW,Bankstown,-33.8278586,151.2197838,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/FidCo+Construction/data=!4m7!3m6!1s0x6b12af5a95acea49:0x1764d41f2739e4e9!8m2!3d-33.8278586!4d151.2197838!16s%2Fg%2F11kvdym__n!19sChIJSeqslVqvEmsR6eQ5Jx_UZBc?authuser=0&hl=en&rclk=1,No,Construction company
MKH Construction and Management,http://mkh.net.au/,+61291862547,"19/103 George St, Parramatta NSW 2150, Australia",5.0,15,NSW,Bankstown,-33.8153895,151.009417,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/MKH+Construction+and+Management/data=!4m7!3m6!1s0x6b12a31855a69187:0xf5854af101e3381b!8m2!3d-33.8153895!4d151.009417!16s%2Fg%2F11jdyl_3w7!19sChIJh5GmVRijEmsRGzjjAfFKhfU?authuser=0&hl=en&rclk=1,No,Construction company
BIC Construction Pty Ltd,https://www.bicconstruction.com.au/,,"2/41-43 Green St, Banksmeadow NSW 2019, Australia",5.0,18,NSW,Bankstown,-33.9444582,151.2129014,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/BIC+Construction+Pty+Ltd/data=!4m7!3m6!1s0x6b12b87811f5c097:0xe3d606ed7be67bff!8m2!3d-33.9444582!4d151.2129014!16s%2Fg%2F11f29xpgs5!19sChIJl8D1EXi4EmsR_3vme-0G1uM?authuser=0&hl=en&rclk=1,No,Custom home builder
ML Olsen Construction,https://www.olsenconstruction.com.au/,+61294821000,"322 Peats Ferry Rd, Hornsby NSW 2077, Australia",4.8,16,NSW,Bankstown,-33.697736,151.098272,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/ML+Olsen+Construction/data=!4m7!3m6!1s0x6b12a77a1ff6faa1:0xa512e720272a53d0!8m2!3d-33.697736!4d151.098272!16s%2Fg%2F1th822l8!19sChIJofr2H3qnEmsR0FMqJyDnEqU?authuser=0&hl=en&rclk=1,No,Construction company
Apex Construction Co,https://apexconstructionco.com.au/,+61280065052,"UnitD13/101 Rookwood Rd, Yagoona NSW 2199, Australia",4.4,5,NSW,Bankstown,-33.8973056,151.0379093,"Construction company in Bankstown, Australia",https://www.google.com/maps/place/Apex+Construction+Co/data=!4m7!3m6!1s0x6b12a3d3f0507ec9:0xb13f53d0d4238246!8m2!3d-33.8973056!4d151.0379093!16s%2Fg%2F11f6xzxd3d!19sChIJyX5Q8NOjEmsRRoIj1NBTP7E?authuser=0&hl=en&rclk=1,No,Construction company
Sydney Side Homes,https://sydneysidehomes.com/,+61433433900,"43 Bayview Rd, Canada Bay NSW 2046, Australia",5.0,16,NSW,Bankstown,-33.8653419,151.1153795,"Home builder in Bankstown, Australia",https://www.google.com/maps/place/Sydney+Side+Homes/data=!4m7!3m6!1s0xaa04bffd42ef475d:0xb4a0ee3ee7d4b6bc!8m2!3d-33.8653419!4d151.1153795!16s%2Fg%2F11ysg_5msl!19sChIJXUfvQv2_BKoRvLbU5z7uoLQ?authuser=0&hl=en&rclk=1,No,Home builder
CLARENCE HOMES,https://clarencehomes.com.au/,+61 1300 451 780,"14a/18 Third Ave, Blacktown NSW 2148, Australia",4.8,86,NSW,Bankstown,-33.766103,150.9107597,"Home builder in Bankstown, Australia",https://www.google.com/maps/place/CLARENCE+HOMES/data=!4m7!3m6!1s0x6b1298fc3183d517:0x6a718266bced33ba!8m2!3d-33.766103!4d150.9107597!16s%2Fg%2F11l8lhf1ws!19sChIJF9WDMfyYEmsRujPtvGaCcWo?authuser=0&hl=en&rclk=1,No,Home builder
Elysium Homes,https://elysiumhomes.com.au/,+61 1300 359 748,"Ste 3.01/15 Orion Rd, Lane Cove NSW 2066, Australia",5.0,25,NSW,Bankstown,-33.8075856,151.149549,"Home builder in Bankstown, Australia",https://www.google.com/maps/place/Elysium+Homes/data=!4m7!3m6!1s0x6b129fffb2a1538f:0x2147bc3a06b1a1d7!8m2!3d-33.8075856!4d151.149549!16s%2Fg%2F11j_nzjvjn!19sChIJj1Ohsv-fEmsR16GxBjq8RyE?authuser=0&hl=en&rclk=1,No,Home builder
Noble Home Builders,https://www.noblehomebuilders.com.au/,+61286511400,"Suite 902C Level 9, waterside shopping Centre, 1 Rider Blvd, Rhodes NSW 2138, Australia",4.9,41,NSW,Bankstown,-33.8351248,151.084473,"Home builder in Bankstown, Australia",https://www.google.com/maps/place/Noble+Home+Builders/data=!4m7!3m6!1s0x6b12a5e605404e31:0x24cca22e9ff9b20f!8m2!3d-33.8351248!4d151.084473!16s%2Fg%2F11ry7w4jjj!19sChIJMU5ABealEmsRD7L5ny6izCQ?authuser=0&hl=en&rclk=1,No,Home builder
Dhursan Construction Pty Ltd,https://dhursanconstruction.com.au/,+61 1300 851 289,"LPC Building, 106/3 Fordham Way, Oran Park NSW 2570, Australia",5.0,100,NSW,Bankstown,-34.0001882,150.7388425,"Home builder in Bankstown, Australia",https://www.google.com/maps/place/Dhursan+Construction+Pty+Ltd/data=!4m7!3m6!1s0x6b12f31c4d4318a1:0xf0bf3c49dd0a0835!8m2!3d-34.0001882!4d150.7388425!16s%2Fg%2F11ftmcw0tb!19sChIJoRhDTRzzEmsRNQgK3Uk8v_A?authuser=0&hl=en&rclk=1,No,Home builder
Clover Homes,https://cloverhomes.com.au/,+61 1300 618 311,"26 Cabarita Rd, Concord NSW 2137, Australia",5.0,45,NSW,Bankstown,-33.8514731,151.1081675,"Home builder in Bankstown, Australia",https://www.google.com/maps/place/Clover+Homes/data=!4m7!3m6!1s0x6b12a514ff41d65b:0xb9c6cf02bf12583e!8m2!3d-33.8514731!4d151.1081675!16s%2Fg%2F11s49jrwct!19sChIJW9ZB_xSlEmsRPlgSvwLPxrk?authuser=0&hl=en&rclk=1,No,Home builder
Kuber Homes,http://www.kuberhomes.com.au/,+61 1300 582 374,"9/22 Hudson Ave, Castle Hill NSW 2154, Australia",4.9,67,NSW,Bankstown,-33.7260208,150.9751129,"Home builder in Bankstown, Australia",https://www.google.com/maps/place/Kuber+Homes/data=!4m7!3m6!1s0x6b12a1f8a1518d71:0xda15dc5b2dac6ff0!8m2!3d-33.7260208!4d150.9751129!16s%2Fg%2F11ff53sq1j!19sChIJcY1RofihEmsR8G-sLVvcFdo?authuser=0&hl=en&rclk=1,No,Construction company
