Name,Website,Phone,Address,Rating,Reviews_Count,State,Location_Name,Latitude,Longitude,Search_Query,URL,Permanently_Closed,Category
Casa dos Guindais,http://www.guindaisbooking.com/,,"R. de Arnaldo Gama 72, 4000-099 Porto, Portugal","4,8",,PT,R. de Arnaldo Gama 72,41.142239,-8.60838,"Hospedaria in Porto, Portugal",https://www.google.com/maps/place/Casa+dos+Guindais/data=!4m10!3m9!1s0xd2464e6fb5a6ebb:0xf29cb3aac8611c58!5m2!4m1!1i2!8m2!3d41.142239!4d-8.60838!16s%2Fg%2F1ttpcl1t!19sChIJu25a--ZkJA0RWBxhyKqznPI?authuser=0&hl=pt-BR&rclk=1,No,Hospedaria
HI Espinho - Pousada de Juventude,https://www.pousadasjuventude.pt/pt/pousadas/pousada-de-espinho/,+351227313117,"Lugar de Sales, 4500-474 Espinho, Portugal","4,0",,PT,Lugar de Sales,40.9978231,-8.6232209,"Hospedaria in Porto, Portugal",https://www.google.com/maps/place/HI+Espinho+-+Pousada+de+Juventude/data=!4m10!3m9!1s0xd2479b18542b22f:0xf63508f10034bd4c!5m2!4m1!1i2!8m2!3d40.9978231!4d-8.6232209!16s%2Fg%2F1tj34dnq!19sChIJL7JChbF5JA0RTL00APEINfY?authuser=0&hl=pt-BR&rclk=1,No,Hotel 2 estrelas
Porto Automatic,http://portoautomatic.com/,,"Região Norte PT, R. do Bonjardim 144, 4000-114 Porto, Portugal","3,4",,PT,R. do Bonjardim 144,41.1472183,-8.6094134,"Hospedaria in Porto, Portugal",https://www.google.com/maps/place/Porto+Automatic/data=!4m10!3m9!1s0xd2464e48c42b785:0x9e6aefaf6b4d6e4e!5m2!4m1!1i2!8m2!3d41.1472183!4d-8.6094134!16s%2Fg%2F11j1t3_1m1!19sChIJhbdCjORkJA0RTm5Na6_vap4?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
Praça 66 Guest House,,,"Praça do Marquês de Pombal 66, 4000-390 Porto, Portugal","4,8",,PT,Praça do Marquês de Pombal 66,41.1608331,-8.6040131,"Hospedaria in Porto, Portugal",https://www.google.com/maps/place/Pra%C3%A7a+66+Guest+House/data=!4m10!3m9!1s0xd24645816e422e9:0xd6bf6bf54658212!5m2!4m1!1i2!8m2!3d41.1608331!4d-8.6040131!16s%2Fg%2F11dfgqnsyf!19sChIJ6SLkFlhkJA0REoJlVL_2aw0?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
Urban Garden Porto Central Hostel,http://www.porto-hostel.com/,+351920051525,"Rua da Alegria 291, 4000-044 Porto, Portugal","4,7",,PT,Rua da Alegria 291,41.1510486,-8.6043918,"Hospedaria in Porto, Portugal",https://www.google.com/maps/place/Urban+Garden+Porto+Central+Hostel/data=!4m10!3m9!1s0xd2464f0729dea9b:0x8aa237bc040ff1eb!5m2!4m1!1i2!8m2!3d41.1510486!4d-8.6043918!16s%2Fg%2F11dxqz0b_v!19sChIJm-qdcvBkJA0R6_EPBLw3ooo?authuser=0&hl=pt-BR&rclk=1,No,Hotel 2 estrelas
LightPoint,,+351223193734,"R. do Freixo 1800, 4300-215 Porto, Portugal","4,4",,PT,R. do Freixo 1800,41.1472706,-8.5884448,"Hospedaria in Porto, Portugal",https://www.google.com/maps/place/LightPoint/data=!4m10!3m9!1s0xd246491604c3bb9:0x800c382086367efc!5m2!4m1!1i2!8m2!3d41.1472706!4d-8.5884448!16s%2Fg%2F11gh20b63_!19sChIJuTtMYJFkJA0R_H42hiA4DIA?authuser=0&hl=pt-BR&rclk=1,No,Hotel 2 estrelas
Sport Hostel in Porto,,+351223265681,"R. de Santa Catarina nº 313, 4000-451 Porto, Portugal","3,3",,PT,R. de Santa Catarina nº 313,41.1489971,-8.6061699,"Hospedaria in Porto, Portugal",https://www.google.com/maps/place/Sport+Hostel+in+Porto/data=!4m10!3m9!1s0xd2464e548bc069f:0xd3d7f124943ff509!5m2!4m1!1i2!8m2!3d41.1489971!4d-8.6061699!16s%2Fg%2F11b73jmf92!19sChIJnwa8SOVkJA0RCfU_lCTx19M?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
Pensão Central,https://www.pensaocentral.net/,+351229380664,"Rua de Brito Capelo 599, 4450-075 Matosinhos, Portugal","4,3",,PT,Rua de Brito Capelo 599,41.1826004,-8.6900001,"Hospedaria in Porto, Portugal",https://www.google.com/maps/place/Pens%C3%A3o+Central/data=!4m10!3m9!1s0xd246f3a7ce755e3:0x8c354e5048ce7eec!5m2!4m1!1i2!8m2!3d41.1826004!4d-8.6900001!16s%2Fg%2F1tdpsyjv!19sChIJ41XnfDpvJA0R7H7OSFBONYw?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
Park Hotel Porto Aeroporto,,,"Av. do Aeroporto 241, 4470-558 Maia, Portugal","4,1",,PT,Av. do Aeroporto 241,41.237903,-8.667299,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/Park+Hotel+Porto+Aeroporto/data=!4m10!3m9!1s0xd24687c4f541e8f:0xd8165b238c6be397!5m2!4m1!1i2!8m2!3d41.237903!4d-8.667299!16s%2Fg%2F1hc1trq1j!19sChIJjx5UT3xoJA0Rl-NrjCNbFtg?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
Holiday Inn Express Porto City Centre by IHG,,,"Rua De Santa Catarina, R. Guedes de Azevedo 34 661 E 663, 4000-454 Porto, Portugal","4,4",,PT,R. Guedes de Azevedo 34 661 E 663,41.152202,-8.605305,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/Holiday+Inn+Express+Porto+City+Centre+by+IHG/data=!4m10!3m9!1s0xd2464fa7e38bd03:0x78a72971f9b0b8dd!5m2!4m1!1i2!8m2!3d41.152202!4d-8.605305!16s%2Fg%2F11gk_gw978!19sChIJA704fvpkJA0R3biw-XEpp3g?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
Park Hotel Porto Valongo,http://www.parkhotel.pt/,+351220125200,"R. Regedor José Diogo 90, 4440-653 Valongo, Portugal","4,2",,PT,R. Regedor José Diogo 90,41.1903751,-8.510654,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/Park+Hotel+Porto+Valongo/data=!4m10!3m9!1s0xd24623eecfb84bf:0x4668f01b697f1011!5m2!4m1!1i2!8m2!3d41.1903751!4d-8.510654!16s%2Fg%2F1tf4g9c6!19sChIJv4T77D5iJA0RERB_aRvwaEY?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
STAY HOTEL PORTO AEROPORTO,https://www.stayhotels.pt/stayhotelhotelportoaeroporto/,+351220046590,"Rua Vasconcelos Costa 466, 4470-558 Moreira, Portugal","4,3",,PT,Rua Vasconcelos Costa 466,41.2359203,-8.6649271,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/STAY+HOTEL+PORTO+AEROPORTO/data=!4m10!3m9!1s0xd2469d01d12bf93:0x7ae86aec99532797!5m2!4m1!1i2!8m2!3d41.2359203!4d-8.6649271!16s%2Fg%2F11j53_d7kp!19sChIJk78SHdBpJA0RlydTmexq6Ho?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
GUEST HOUSE ESTRELA,http://guesthouseestrela.eatbu.com/,+351962909911,"R. de Ferreira Cardoso 24, 4300-197 Porto, Portugal","3,5",,PT,R. de Ferreira Cardoso 24,41.1467972,-8.5961393,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/GUEST+HOUSE+ESTRELA/data=!4m10!3m9!1s0xd2464ecf27183eb:0xd124c8375d61a03b!5m2!4m1!1i2!8m2!3d41.1467972!4d-8.5961393!16s%2Fg%2F1tjtkkbd!19sChIJ64Nx8uxkJA0RO6BhXTfIJNE?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
Park Hotel,http://www.parkhotel.pt/,+351220125100,"R. da Bélgica 3172, 4400-049 Vila Nova de Gaia, Portugal","4,1",,PT,R. da Bélgica 3172,41.1265099,-8.6351348,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/Park+Hotel/data=!4m10!3m9!1s0xd2465377648092d:0xe9f8b6f9dbf696a4!5m2!4m1!1i2!8m2!3d41.1265099!4d-8.6351348!16s%2Fg%2F11bbrp3b18!19sChIJLQlIdjdlJA0RpJb22_m2-Ok?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
Os Vinte,https://www.feirahostel.pt/,+351256318004,"R. Dr. Elísio de Castro 20, 4520-213 Santa Maria da Feira, Portugal","4,6",,PT,R. Dr. Elísio de Castro 20,40.9261604,-8.5426069,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/Os+Vinte/data=!4m10!3m9!1s0xd2380e24e18e24b:0x329610662ba9358c!5m2!4m1!1i2!8m2!3d40.9261604!4d-8.5426069!16s%2Fg%2F11d_z0rcjx!19sChIJS-IYTuKAIw0RjDWpK2YQljI?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
B&B HOTEL Porto Expo Aeroporto,https://www.hotel-bb.com/pt/hotel/porto-expo-aeroporto?utm_source=googlemaps&utm_medium=fichehotel&utm_campaign=oporto_aeroporto,+351220103593,"Av. Mário Brito nº 4119, 4455-496 Perafita, Portugal","4,5",,PT,Av. Mário Brito nº 4119,41.2240744,-8.6837745,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/B%26B+HOTEL+Porto+Expo+Aeroporto/data=!4m10!3m9!1s0xd24695ebf7d31d1:0xf7d3d27db2b00608!5m2!4m1!1i2!8m2!3d41.2240744!4d-8.6837745!16s%2Fg%2F11rfqn_48y!19sChIJ0TF9v15pJA0RCAawsn3S0_c?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
Oportocean,http://www.oportocean.com/,+351229380960,"Estr. da Circunvalação 14044, 4460-250 Matosinhos, Portugal","4,0",,PT,Estr. da Circunvalação 14044,41.177931,-8.667912,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/Oportocean/data=!4m10!3m9!1s0xd246f5c50896bed:0x38cddaca4d551597!5m2!4m1!1i2!8m2!3d41.177931!4d-8.667912!16s%2Fg%2F11c3_5k52j!19sChIJ7WuJUFxvJA0RlxVVTcrazTg?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
Hotel Star inn Porto,https://www.hotelstarinn.com/porto/?lang=pt-pt,+351228347000,"R. Sra. do Porto 930, 4250-453 Porto, Portugal","3,9",,PT,R. Sra. do Porto 930,41.1793877,-8.6242798,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/Hotel+Star+inn+Porto/data=!4m10!3m9!1s0xd2465c9b5794c31:0x1939a560bc33b3d1!5m2!4m1!1i2!8m2!3d41.1793877!4d-8.6242798!16s%2Fg%2F1tfr1q7n!19sChIJMUx5tcllJA0R0bMzvGClORk?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
Fishtail Seahouse,http://www.fishtail-seahouse.pt/,+351229380345,"R. Godinho 224, 4450-019 Matosinhos, Portugal","4,2",,PT,R. Godinho 224,41.1817122,-8.6916798,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/Fishtail+Seahouse/data=!4m10!3m9!1s0xd246f3aea9e1fb3:0x29fcd16edf541a4!5m2!4m1!1i2!8m2!3d41.1817122!4d-8.6916798!16s%2Fg%2F11bvtf2t26!19sChIJsx-e6jpvJA0RpEH17RbNnwI?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
B&B HOTEL Santo Tirso,https://www.hotel-bb.com/pt/hotel/santo-tirso?utm_source=googlemaps&utm_medium=fichehotel&utm_campaign=santotirso,+351252857009,"R. Picoto 267, 4780-521 Santo Tirso, Portugal","4,5",,PT,R. Picoto 267,41.33628,-8.4744168,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/B%26B+HOTEL+Santo+Tirso/data=!4m10!3m9!1s0xd24f5afe01948b3:0x5d426f98420ce46!5m2!4m1!1i2!8m2!3d41.33628!4d-8.4744168!16s%2Fg%2F11t4wy1dlv!19sChIJs0gZ4K_1JA0RRs4ghPkm1AU?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
SwissPorto Guest House,,+351225020414,"R. da Vigorosa 736, 4200-523 Porto, Portugal","3,2",,PT,R. da Vigorosa 736,41.1663411,-8.5901186,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/SwissPorto+Guest+House/data=!4m10!3m9!1s0xd24659e671d7b5b:0xb3f6dc4a412a69e5!5m2!4m1!1i2!8m2!3d41.1663411!4d-8.5901186!16s%2Fg%2F11sv166vxq!19sChIJW3sdZ55lJA0R5WkqQUrc9rM?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
The Poets Inn,https://www.thepoetsinn.com/,+351223324209,"Rua dos Caldeireiros 261, 4050-142 Porto, Portugal","4,2",,PT,Rua dos Caldeireiros 261,41.1448378,-8.6150814,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/The+Poets+Inn/data=!4m10!3m9!1s0xd2464e213e3c2d3:0xf55896259f0dadf!5m2!4m1!1i2!8m2!3d41.1448378!4d-8.6150814!16s%2Fg%2F1vd96cpw!19sChIJ08LjE-JkJA0R39rwWWKJVQ8?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
Flag Hotel Porto Maia,https://www.flagworldhotels.com/flag-hotel-porto-maia.html?utm_medium=organic&utm_source=google&utm_campaign=google-my-business&utm_term=google-local&utm_id=flagworld-porto-maia,+351932300263,"Área de Serviços Águas Santas A4 Sentido, 4445-547 Águas Santas, Portugal","3,3",,PT,Área de Serviços Águas Santas A4 Sentido,41.2005981,-8.5690322,"Hotel de 3 estrelas in Porto, Portugal",https://www.google.com/maps/place/Flag+Hotel+Porto+Maia/data=!4m10!3m9!1s0xd24632b1db9e663:0xb8e6b82ae1236af8!5m2!4m1!1i2!8m2!3d41.2005981!4d-8.5690322!16s%2Fg%2F11h_wn4x35!19sChIJY-a5HStjJA0R-Goj4Sq45rg?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
Park Hotel Porto Aeroporto,http://www.parkhotel.pt/,+351229401300,"Av. do Aeroporto 241, 4470-558 Maia, Portugal","4,1",,PT,Av. do Aeroporto 241,41.2379027,-8.6672989,"Hotel in Porto, Portugal",https://www.google.com/maps/place/Park+Hotel+Porto+Aeroporto/data=!4m7!3m6!1s0xd24687c4279d693:0xd8165b238c6be397!8m2!3d41.2379027!4d-8.6672989!16s%2Fg%2F1hc1trq1j!19sChIJk9Z5QnxoJA0Rl-NrjCNbFtg?authuser=0&hl=pt-BR&rclk=1,No,Hotel
The Central House Porto Ribeira,https://www.thecentralhousegroup.com/,+351222450029,"R. de S. João 40, 4050-492 Porto, Portugal","4,4",,PT,R. de S. João 40,41.141385,-8.613329,"Hotel in Porto, Portugal",https://www.google.com/maps/place/The+Central+House+Porto+Ribeira/data=!4m7!3m6!1s0xd2465542e05c1a1:0xf1537ad49a651f56!8m2!3d41.141385!4d-8.613329!16s%2Fg%2F11pkdr9hzd!19sChIJocEFLlRlJA0RVh9lmtR6U_E?authuser=0&hl=pt-BR&rclk=1,No,Hotel 2 estrelas
HI Porto – Pousada de Juventude,https://www.pousadasjuventude.pt/pt/pousadas/,+351226163059,"R. de Paulo da Gama 551, 4169-006 Porto, Portugal","3,8",,PT,R. de Paulo da Gama 551,41.1480778,-8.6591032,"Hotel in Porto, Portugal",https://www.google.com/maps/place/HI+Porto+%E2%80%93+Pousada+de+Juventude/data=!4m7!3m6!1s0xd24657d9621a9eb:0x2953d44a6cd9ac92!8m2!3d41.1480778!4d-8.6591032!16s%2Fg%2F1txfqfd0!19sChIJ66khln1lJA0RkqzZbErUUyk?authuser=0&hl=pt-BR&rclk=1,No,Hotel 2 estrelas
Paredes Design Hotel,https://www.paredesdesignhotel.com/,+351255781521,"R. Central de Mouriz 1595 N15, 4580-597, Portugal","4,0",,PT,R. Central de Mouriz 1595 N15,41.1888889,-8.3675,"Hotel in Porto, Portugal",https://www.google.com/maps/place/Paredes+Design+Hotel/data=!4m7!3m6!1s0xd248ef54a5dea43:0x9d82dace273ac696!8m2!3d41.1888889!4d-8.3675!16s%2Fg%2F1td4ldl3!19sChIJQ-pdSvWOJA0RlsY6J87agp0?authuser=0&hl=pt-BR&rclk=1,No,Hotel 3 estrelas
Lost Inn Porto Hostel,http://www.lostinn.eu/,+351926980526,"R. Escura 23, 4050-242 Porto, Portugal","4,5",,PT,R. Escura 23,41.1433773,-8.6116178,"Hotel in Porto, Portugal",https://www.google.com/maps/place/Lost+Inn+Porto+Hostel/data=!4m7!3m6!1s0xd2464e14381e88b:0x1da141739c46d46!8m2!3d41.1433773!4d-8.6116178!16s%2Fg%2F11rvbhmysf!19sChIJi-iBQ-FkJA0RRm3EORcU2gE?authuser=0&hl=pt-BR&rclk=1,No,Hotel 2 estrelas
Hotel Premium Porto Maia,https://www.premiumportomaia.com/,+351229435650,"R. Simão Bolívar 375, 4470-214 Maia, Portugal","3,7",,PT,R. Simão Bolívar 375,41.2352896,-8.6255463,"Hotel in Porto, Portugal",https://www.google.com/maps/place/Hotel+Premium+Porto+Maia/data=!4m7!3m6!1s0xd24665214b4ffa3:0xcca63abaa952a328!8m2!3d41.2352896!4d-8.6255463!16s%2Fg%2F113dp019s!19sChIJo_-0FFJmJA0RKKNSqbo6psw?authuser=0&hl=pt-BR&rclk=1,No,Hotel 4 estrelas
Ibis Budget Porto Gaia,https://all.accor.com/lien_externe.svlt?goto=fiche_hotel&code_hotel=5106&merchantid=seo-maps-PT-5106&sourceid=aw-cen&utm_medium=seo%20maps&utm_source=google%20Maps&utm_campaign=seo%20maps,+351227727020,"R. Martir São Sebastião 390, 4400-499 Vila Nova de Gaia, Portugal","4,0",,PT,R. Martir São Sebastião 390,41.1439083,-8.6402195,"Hotel in Porto, Portugal",https://www.google.com/maps/place/Ibis+Budget+Porto+Gaia/data=!4m7!3m6!1s0xd24656cff3daccf:0x31c389fa5e1f0d8b!8m2!3d41.1439083!4d-8.6402195!16s%2Fg%2F12hmjhjtc!19sChIJz6w9_2xlJA0Riw0fXvqJwzE?authuser=0&hl=pt-BR&rclk=1,No,Hotel
HI Vila do Conde - Pousada de Juventude,https://www.pousadasjuventude.pt/pt/pousadas/pousada-de-vila-do-conde/,+351252611827,"Av. Bento de Freitas 460, 4480-672 Vila do Conde, Portugal","4,5",,PT,Av. Bento de Freitas 460,41.3527567,-8.7502135,"Hotel in Porto, Portugal",https://www.google.com/maps/place/HI+Vila+do+Conde+-+Pousada+de+Juventude/data=!4m7!3m6!1s0xd2447d9285d74e5:0xa3d756718637f421!8m2!3d41.3527567!4d-8.7502135!16s%2Fg%2F11rxnhhhp9!19sChIJ5XRdKNlHJA0RIfQ3hnFW16M?authuser=0&hl=pt-BR&rclk=1,No,Hotel 2 estrelas
Hilton Porto Gaia,https://www.hilton.com/en/hotels/opogahi-hilton-porto-gaia/?SEO_id=GMB-EMEA-HI-OPOGAHI,+351222449200,"R. de Serpa Pinto 124, 4400-307 Vila Nova de Gaia, Portugal","4,6",,PT,R. de Serpa Pinto 124,41.1357114,-8.6184595,"Hotel in Porto, Portugal",https://www.google.com/maps/place/Hilton+Porto+Gaia/data=!4m7!3m6!1s0xd24657ccf99eb49:0x8352725ecb1cd8f5!8m2!3d41.1357114!4d-8.6184595!16s%2Fg%2F11rgt7y5g5!19sChIJSeuZz3xlJA0R9dgcy15yUoM?authuser=0&hl=pt-BR&rclk=1,No,
Vincci Ponte de Ferro,https://www.vinccipontedeferro.com/?utm_source=google&utm_medium=organic&utm_campaign=GoogleMyBusiness&partner=8221,+351220902900,"R. do Casino da Ponte 1 11th floor, 4430-999 Vila Nova de Gaia, Portugal","4,7",,PT,R. do Casino da Ponte 1 11th floor,41.1385161,-8.6087701,"Hotel in Porto, Portugal",https://www.google.com/maps/place/Vincci+Ponte+de+Ferro/data=!4m7!3m6!1s0xd246543abdbe275:0x2ef67df44461de14!8m2!3d41.1385161!4d-8.6087701!16s%2Fg%2F11mq5wwrjb!19sChIJdeLbq0NlJA0RFN5hRPR99i4?authuser=0&hl=pt-BR&rclk=1,No,Hotel
Hotel Central Parque,http://www.hotelcentralparque.com/,+351229475563,"Av. Visc. de Barreiros 83, 4470-151 Maia, Portugal","4,3",,PT,Av. Visc. de Barreiros 83,41.2325187,-8.6241277,"Hotel in Porto, Portugal",https://www.google.com/maps/place/Hotel+Central+Parque/data=!4m7!3m6!1s0xd246651784b68c9:0x164d7343db0dd9b9!8m2!3d41.2325187!4d-8.6241277!16s%2Fg%2F1tgmxkd2!19sChIJyWhLeFFmJA0RudkN20NzTRY?authuser=0&hl=pt-BR&rclk=1,No,
