Name,Website,Phone,Address,Rating,Reviews_Count,State,Location_Name,Latitude,Longitude,Search_Query,URL,Permanently_Closed,Category
FORM galdniecība,http://www.formgaldnieciba.lv/,'+37128346522,"Tēraudlietuves iela 22, Vidzemes priekšpilsēta, Rīga, LV-1039, Latvija",,,LV,Rīga,56.9799527,24.1553469,"Galdniecība in Riga, Latvia",https://www.google.com/maps/place/FORM+galdniec%C4%ABba/data=!4m7!3m6!1s0x46eecf0012b92dcf:0x7fed71a61b7a76bb!8m2!3d56.9799527!4d24.1553469!16s%2Fg%2F11w7_nvfqx!19sChIJzy25EgDP7kYRu3Z6G6Zx7X8?authuser=0&hl=lv&rclk=1,No,Galdnieks
Rihards Liepkalns Galdniecība,https://www.google.lv/url?sa=t&source=web&rct=j&url=https://www.instagram.com/rihards911/&ved=2ahUKEwiU98TUyMbbAhVPYVAKHeoMC7MQjjgwAHoECAEQAQ&usg=AOvVaw2GBO0NpkFDeBwiz8NtkgGS,'+37122003733,"Ūnijas iela 24-79, Vidzemes priekšpilsēta, Rīga, LV-1084, Latvija","5,0",6,LV,Rīga,56.967364,24.1706221,"Galdniecība in Riga, Latvia",https://www.google.com/maps/place/Rihards+Liepkalns+Galdniec%C4%ABba/data=!4m7!3m6!1s0x46eece5b49b4517d:0x65bdb729deb7e185!8m2!3d56.967364!4d24.1706221!16s%2Fg%2F11gd6vg4v1!19sChIJfVG0SVvO7kYRheG33im3vWU?authuser=0&hl=lv&rclk=1,No,Galdniecība
Galdniecība HEKO,https://www.hekogaldnieciba.lv/,'+37122020233,"Kvinta, Salas pagasts, Mārupes novads, LV-2105, Latvija","5,0",7,LV,Mārupes novads,56.9499488,23.8044135,"Galdniecība in Riga, Latvia",https://www.google.com/maps/place/Galdniec%C4%ABba+HEKO/data=!4m7!3m6!1s0x46eeddd8388591e3:0xa6ebf8ad6fd8cc96!8m2!3d56.9499488!4d23.8044135!16s%2Fg%2F11sps_1ymq!19sChIJ45GFONjd7kYRlszYb63466Y?authuser=0&hl=lv&rclk=1,No,Galdniecība
"Kokapstrādes darbnīca ""Garkalne""",https://www.kdgarkalne.lv/,'+37125152508,"Priežu iela 15c, Garkalne, Garkalnes pagasts, Ropažu novads, LV-2137, Latvija","5,0",2,LV,Ropažu novads,57.0450555,24.4260288,"Galdniecība in Riga, Latvia",https://www.google.com/maps/place/Kokapstr%C4%81des+darbn%C4%ABca+%22Garkalne%22/data=!4m7!3m6!1s0x46eecaeac4f9d7f1:0x64b3625fc0570fd!8m2!3d57.0450555!4d24.4260288!16s%2Fg%2F11h460k8yr!19sChIJ8df5xOrK7kYR_XAF_CU2SwY?authuser=0&hl=lv&rclk=1,No,Galdniecība
Koka Meistars,http://www.kokameistars.lv/kontakti/,'+37129119369,"Līksnas iela 9/1, Latgales priekšpilsēta, Rīga, LV-1021, Latvija","5,0",2,LV,Rīga,56.9388572,24.1497515,"Galdniecība in Riga, Latvia",https://www.google.com/maps/place/Koka+Meistars/data=!4m7!3m6!1s0x46eecdc650742c4b:0x3b9d48be78d06cd5!8m2!3d56.9388572!4d24.1497515!16s%2Fg%2F11h4622mld!19sChIJSyx0UMbN7kYR1WzQeL5InTs?authuser=0&hl=lv&rclk=1,No,Galdniecība
Mēbeļu darbnīca,http://mebeludarbnica.lv/,,"Krustabaznīcas iela 11 k-21, Vidzemes priekšpilsēta, Rīga, LV-1006, Latvija","5,0",15,LV,Rīga,56.9910239,24.1914956,"Galdniecība in Riga, Latvia",https://www.google.com/maps/place/M%C4%93be%C4%BCu+darbn%C4%ABca/data=!4m7!3m6!1s0x46eecfe9fae6781f:0x6fe461073231ef12!8m2!3d56.9910239!4d24.1914956!16s%2Fg%2F11j6x12z8w!19sChIJH3jm-unP7kYREu8xMgdh5G8?authuser=0&hl=lv&rclk=1,No,Galdniecība
SIA Reliņš,http://www.relins.lv/,'+37126007722,"Pakalniešu iela 18, Vidzemes priekšpilsēta, Rīga, LV-1006, Latvija","4,5",,LV,Rīga,56.9924549,24.2101182,"Galdniecība in Riga, Latvia",https://www.google.com/maps/place/SIA+Reli%C5%86%C5%A1/data=!4m7!3m6!1s0x46eecfe9027635d7:0xe1751bbc48e9447d!8m2!3d56.9924549!4d24.2101182!16s%2Fg%2F11jbc4pj2m!19sChIJ1zV2AunP7kYRfUTpSLwbdeE?authuser=0&hl=lv&rclk=1,No,Galdniecība
"Salons Arka, SIA, Biroja mēbeļu salons",http://www.salonsarka.lv/,'+37167892773,"Valguma iela 10, Zemgales priekšpilsēta, Rīga, LV-1048, Latvija","4,7",15,LV,Rīga,56.9417885,24.0933883,"Mēbeļu izgatavotājs in Riga, Latvia","https://www.google.com/maps/place/Salons+Arka,+SIA,+Biroja+m%C4%93be%C4%BCu+salons/data=!4m7!3m6!1s0x46eed02611585637:0x577f32e978879810!8m2!3d56.9417885!4d24.0933883!16s%2Fg%2F11b6lmw8k0!19sChIJN1ZYESbQ7kYREJiHeOkyf1c?authuser=0&hl=lv&rclk=1",No,Mēbeļu izgatavotājs
The Room Studio,https://www.theroomstudio.lv/,'+37127780077,"Zolitūdes iela 70A, Zemgales priekšpilsēta, Rīga, LV-1046, Latvija","5,0",6,LV,Rīga,56.93097,24.0183148,"Mēbeļu izgatavotājs in Riga, Latvia",https://www.google.com/maps/place/The+Room+Studio/data=!4m7!3m6!1s0x46eedb31efbee22b:0xc90820874172ad13!8m2!3d56.93097!4d24.0183148!16s%2Fg%2F11z8s7pcpm!19sChIJK-K-7zHb7kYRE61yQYcgCMk?authuser=0&hl=lv&rclk=1,No,Mēbeļu izgatavotājs
Alnija,,'+37129687521,"Mūkusalas iela 45, Zemgales priekšpilsēta, Rīga, LV-1004, Latvija","5,0",,LV,Rīga,56.9319388,24.1026212,"Galdniecība in Riga, Latvia",https://www.google.com/maps/place/Alnija/data=!4m7!3m6!1s0x46eed20840b1a93d:0xe7cdab7caf26c397!8m2!3d56.9319388!4d24.1026212!16s%2Fg%2F11b6ln3n4z!19sChIJPamxQAjS7kYRl8Mmr3yrzec?authuser=0&hl=lv&rclk=1,No,Galdnieks
SIA INDIVIDUAL,,'+37126102989,"Jaunatnes iela 6, Valdlauči, Ķekavas pagasts, Ķekavas novads, LV-1076, Latvija",,,LV,Ķekavas novads,56.9029461,24.1495916,"Galdniecība in Riga, Latvia",https://www.google.com/maps/place/SIA+INDIVIDUAL/data=!4m7!3m6!1s0x46eed1a6c313ef3f:0x26f3ba295cffa6ef!8m2!3d56.9029461!4d24.1495916!16s%2Fg%2F11h4g_zlb7!19sChIJP-8Tw6bR7kYR76b_XCm68yY?authuser=0&hl=lv&rclk=1,No,Galdniecība
